phon,gen
sElEʁatɛs,f
sElaʒ,m
sEle,m
sɛləm1,m
sEnaʁ,m
sEnaʁimaʒ,m
sEnaʁjo,m
sɛnkle,f
sEnikʁɛlwɛ,m
sEnOgʁafi,f
sEptisizm,m
sɛptʁ,m
ʃako,m
ʃ1pw3,m
ʃbɛb,m
ʃEma,m
ʃEmatizm,m
ʃɛm,m
ʃiliŋ,m
ʃizm,m
ʃist,m
skizOfazi,f
skizOfʁEni,f
ʃlag,f
ʃlas,m
ʃlɛm,m
ʃlit,f
ʃnaps,m
ʃnOzɛʁ,m
ʃnik,m
ʃnitzɛl,m
skunœʁ,m
ʃpil,m
ʃtʁumf,m
ʃus,m
sjaʒ,m
si,f
sj1sfiksj2,f
sjɛn,f
sj1tifisite,f
sj1tizm,m
sj1tOlOʒi,f
siʁi,f
sjœʁ,m
s3tigʁafi,f
s3tijasj2,f
siʁp,m
sisj2,f
sisipaʁite,f
sisyʁ,f
sjyʁ,f
sklEʁOdɛʁmi,f
sklEʁoz,f
sklEʁOtik,f
skOlaʁizasj2,f
skOlaʁite,f
skOljoz,f
skOlOp1dʁ,f
skOlit,m
skon,m
sk2s,m
skup,m
skutœʁ,m
skOpi,f
skOpitɔn,m
skOpOlamin,f
skɔʁ,m
skOʁi,f
skɔtʃtɛʁje,m
skɔtʃ,m
skOtiʃ,f
skumun,f
skut,m
skut,f
skutizm,m
skʁabl,m
skʁatʃ,m
skʁatʃiŋ,m
skʁib1,m
skʁib,m
skʁibujaʒ,m
skʁibujaʁ,m
skʁiptgœʁl,f
skʁipt,m
skʁiptœʁ,m
skʁOfylɛʁ,f
skʁOfyl,f
skʁOtɔm,m
skʁœb,m
skʁypyl,m
skʁypylOzite,f
skʁytatœʁ,m
skʁytasj2,f
skyltœʁ,m
skyltʁis,f
skytiʒɛʁ,f
sibɔʁgjɔm,m
sE1s,f
sE1,m
sEbast,m
sEbil,f
sEbOʁe,f
sEbɔm,m
sEkatœʁ,m
sEko,m
sEkOtin,f
sEsEsj2,f
sEʃaʒ,m
sEʃaʁ,m
sɛʃl3ʒ,m
sɛʃm3,m
sEʃəʁɛs,f
sEʃəʁi,f
sEʃøz,f
sEʃwaʁ,m
səg2mɛtʁ,m
səg2,m
səg2d,f
səg2do,m
səkum1,m
səkwœʁ,m
səkuʁizm,m
səkʁɛ,m
səkʁEtɛʁəʁi,f
səkʁEtaʁja,m
sEkʁEtœʁ,m
sEkʁEtin,f
sEkʁEsj2,f
sEktaʁizm,m
sEktatœʁ,m
sɛkt,f
sEktœʁ,m
sEksj2,f
sEksjɔnəm1,m
sEktOʁizasj2,f
sEky,f
sEkyʁizasj2,f
sEkyʁi,m
sEkyʁite,f
səd1,m
sEdatif,m
sEdasj2,f
sEd1taʁizasj2,f
sEd1taʁizm,m
sEd1taʁite,f
sEdjaʒEstatɔʁja,f
sEdim1,m
sEdim1tasj2,f
sEdisjø,m
sEdisj2,f
sEdyktœʁ,m
sEdyksj2,f
sEdyktʁis,f
sEdɔm,m
siʁsØkœʁ,m
sEgʁEgasj2,f
sEgədija,f
sEgədij,f
sɛʃ,f
sEid,m
sEɲØʁi,f
sɛj,f
sEizm,m
sEʒuʁ,m
sElEktœʁ,m
sElEksj2,f
sElEksjOne,m
sElEkjOnœʁ,m
sElEksjOnøz,f
sElEktivite,f
sElEnjɔm,m
sElEnjyʁ,m
sElEnOgʁafi,f
sɛlfdEf1s,f
sɛlfmɛjdman,m
sɛlf,m
sɛl,f
sEləʁi,f
sElɛt,f
sɛlts,m
sɛlva,f
səmaj,f
səmEnje,m
sEm1tik,f
sEmafɔʁ,m
s1bl1s,f
s1bl1,m
sɛm,m
səmɛl,f
sEmɛnk2tʁa,m
səmɛstʁ,m
səmøz,f
səmik2dyktœʁ,m
səmilibɛʁte,f
səmi,m
sEmij2,m
sEminɛʁ,m
sEminom,m
sEmjOlOʒi,f
sEmjOtik,f
səm2s,f
səmul,f
sɛmtɛks,m
sEna,m
sEnatœʁ,m
sEnatɔʁjal,f
sEnatʁis,f
sEnatysk2sylt,m
sEne,m
sEnEʃal,m
sEnEgalɛ,m
sEnEgalɛz,f
sEnEs1s,f
sEnəve,m
sEnilite,f
sEɲɔʁ,m
s1sasjOnalizm,m
s1sasjOnɛl,m
s1sibilizasj2,f
s1sibilite,f
s1sibləʁi,f
s1sOʁjalite,f
s1b2,m
s1t,f
s1tœʁ,f
s1ti,m
s1tim1,m
s1tim1tal,m
s1tim1tal,f
s1tim1talizm,m
s1tim1talite,f
s1tin,f
sEpal,m
sEpaʁatœʁ,m
sEpaʁasj2,f
sEpja,f
sEpuku,m
sɛps,m
sɛt,f
sɛpt1t,m
sEpt1bʁizœʁ,m
sEptEna,m
sɛpt1tʁij2,m
sEptisEmi,f
sEptisite,f
sEptidi,m
sEptɔm,m
sEptɥɔʁ,m
sEptypl,m
sEpylkʁ,m
sEpyltyʁ,f
sEkanɛz,f
sEkɛl,f
sEk1saʒ,m
sEk1s,f
sEk1sœʁ,m
sEkEstʁasj2,f
sEkɛstʁ,m
sək3,m
sEkOja,m
sEʁak,m
sEʁaj,m
sEʁaf3,m
səʁ3,m
səʁɛn,f
sEʁEnad,f
sEʁEnite,f
sɛʁfwɛt,f
sɛʁʒ,f
sɛʁʒe,m
sɛʁʒ1ʃɛf,m
sɛʁʒ1pilɔt,m
sɛʁgo,m
sEʁjal,m
sEʁi,f
sEʁjøz,f
sEʁjø,m
səʁin,f
səʁ3ga,m
səʁ3g,f
səʁ3gEʁos,m
sɛʁm1,m
sɛʁmOnœʁ,m
sEʁOlOʒi,f
sEʁOnEgatif,m
sEʁOpOzitif,m
sEʁOpOzitiv,f
sEʁOpOzitivite,f
sEʁOzite,f
sEʁOtOnin,f
sɛʁp,f
sɛʁp1to,m
sɛʁp1təm1,m
sɛʁp1t3,m
sɛʁpɛt,f
sɛʁpOlɛ,m
sEʁa,f
sEʁaʒ,m
sEʁ1t,f
sɛʁfil,m
sɛʁʒw3,m
sɛʁlivʁ,m
sEʁyʁ,f
sEʁyʁəʁi,f
sEʁyʁje,m
sEʁyʁjɛʁ,f
sɛʁtao,m
sɛʁti,m
sɛʁtisaʒ,m
sɛʁtisœʁ,m
sEʁɔm,m
sɛʁval,m
sɛʁv1t,f
sɛʁv,f
sɛʁvøz,f
sɛʁvjabilite,f
sɛʁvjɛtEp2ʒ,f
sɛʁvilite,f
sɛʁvitœʁ,m
sɛʁvOfʁ3,m
sɛʁvOmEkanizm,m
sɛʁvOmOtœʁ,m
se,f
sEzam,m
sEstɛʁs,m
sɛt,m
sEt2,m
sœj,m
sœl,m
sœl,f
#DEF#,f
sEvEʁite,f
sEvis,m
sEvil1,m
sEvilan,f
səvʁaʒ,m
sɛvʁ,m
sEvʁijɛn,f
sEksʃɔp,m
sɛkss3bɔl,m
sEksizm,m
sEksOlOʒi,f
sɛkstidi,m
sEkstɥɔʁ,m
sEksɥalite,f
ʃɛkɛnd,m
ʃEkspiʁj3,m
ʃEkspiʁjɛn,f
ʃamizɛn,m
ʃ1pwinœʁ,m
ʃ1pwinøz,f
ʃ1ŋgaj3,m
ʃɛd,m
ʃEkɛl,m
ʃEɔl,m
ʃɛʁpa,m
ʃjatsu,m
ʃ3gl,m
ʃinto,m
ʃ3tOizm,m
ʃipʃ1dlœʁ,m
ʃipiŋ,m
ʃœʁtiŋ,m
ʃOgun,m
ʃOguna,m
ʃut,m
ʃutøz,f
ʃɔʁt,m
ʃObiznɛs,m
ʃObiz,m
ʃʁapnɛl,m
ʃœnt,m
si,m
sjam,m
sjamwaz,f
sibEʁj3,m
sibEʁjɛn,f
sibil,f
sikɛʁ,m
sisilj3,m
sisiljɛn,f
sida,m
sidkaʁ,m
sidE3,m
sidEʁasj2,f
sidEʁit,f
sidEʁyʁʒi,f
sidi,m
sjɛkl,m
sjɛʒ,m
sjEnwa,m
sjEʁa,f
sjɛst,f
sifl1t,f
siflaʁ,m
siflœʁ,m
siflOti,m
siʒisbe,m
sigl,m
siɲalœʁ,m
siɲatyʁ,f
siɲɛ,m
siɲifj1s,f
siɲifikasj2,f
siɲifje,m
siɲOʁa,f
siɲOʁina,f
silɛn,m
silwɛt,f
silikat,m
silis,f
silisjɔm,m
siljɔn,f
sijɛ,m
silo,m
silvanɛʁ,m
simagʁe,f
simaʁ,f
simj3,m
similaʁite,f
simili,m
similikɥiʁ,m
similɔʁ,m
simun,m
s3plɛs,f
s3plɛ,m
s3plɛt,f
s3plisite,f
simylakʁ,m
simylasj2,f
simylatʁis,f
simyltanEite,f
sinapizm,m
s3sEʁite,f
s3sipyt,m
s3d2,m
sinEkyʁ,f
s3ʒaʁEɲe,m
s3ʒ,m
siŋgœl,m
s3glət2,m
s3gylje,m
sinistʁ,m
sinistʁe,m
sinistʁoz,f
sinOamEʁik3,m
sinOlOʒi,f
sinɔpl,m
sinOkɛ,m
sinɥOzite,f
sinyzit,f
sinyzOid,f
sjOnizm,m
sju,m
sif2,m
sifOnaʒ,m
sipo,m
sœʁ,m
siʁdaʁ,m
siʁ,m
siʁɛn,f
siʁOko,m
siʁv1tɛs,m
sismOlOʒi,f
sismOmɛtʁ,m
sismotEʁapi,f
siz3bʁ,m
sitin,m
sitaʁ,m
sitkɔm,f
sitɛl,f
sity,m
sitɥasj2,f
sitɥasjOnizm,m
siskatʁ,m
siks3,m
sikst,f
#DEF#,f
sikstys,m
siz3,m
ska,m
skɛtbɔʁd,m
skɛt,m
skEtbɔʁd,m
skEtiŋ,m
skit,m
skɛtʃ,m
ski,m
skjøz,f
skin,m
skinɛd,m
skip,m
skajdom,m
slalɔm,m
sl1g,m
slaʃ,m
slavizm,m
slav2,m
slibaʁ,m
slajs,m
slip,m
slOg1,m
slup,m
slugi,m
slo,m
slœg,m
smak,m
smEgma,m
smikaʁ,m
smigaʁ,m
smajlɛ,m
#DEF#,m
smɔg,m
smOkiŋ,m
smOʁəbʁɔd,m
smœʁf,m
snifɛt,f
snip,m
snajpœʁ,m
snObinaʁ,m
snObizm,m
snobuts,m
sOpOpEʁa,m
sObʁijEte,f
sObʁikɛ,m
sOsœʁ,m
sOsjabilite,f
sOsjaldEmOkʁasi,f
sOsjaltʁɛtʁ,m
sOsjal,m
sOsjalizasj2,f
sOsjodEmOkʁat,m
sOsjete,f
sOsinj3,m
sOsjo,f
sOsjObjOlOʒi,f
sOsjOlOʒi,f
sOsjOpati,f
sOsjys,m
sOkɛt,m
sOda,m
sOdjɔm,m
sOdOmi,f
sOdOmizasj2,f
sOdOmit,m
sœʁ,f
sØʁɛt,f
sOfa,m
sɔft,m
swa,m
swaʁi,f
swaɲ1,m
sw3,m
swaʁe,f
swasOnɛ,m
swas1tɥitaʁ,m
swas1t,m
sOʒa,m
sɔl,m
sOlanase,f
sOlaʁjɔm,m
sɔlda,m
sɔldat,f
sɔldəʁi,f
sɔldœʁ,m
sɔl,f
sOlEsizm,m
sOlɛjʁwa,m
sOlɛj,m
sOlɛn,m
sOlanite,f
sOlEnOid,m
sOlɛks,m
sɔlfataʁ,f
sɔlfɛʒ,m
sOlisitɔʁ,m
sOlidaʁite,f
sOlid,m
sOlidifikasj2,f
sOlidite,f
sOlidys,m
sOliflɔʁ,m
sOlilɔk,m
sOlipsizm,m
sOlityd,f
sOliv,f
sOlivo,m
sOlisitasj2,f
sOlisitœʁ,m
sOlisitøz,f
sOlisityd,f
sOlo,m
sɔlstis,m
sOlybilite,f
sOlyk1fʁ,m
sOlyte,m
sOlysj2,f
sOlysjOnœʁ,m
sɔlvabilite,f
sɔlv1,m
sOma,m
sOmalj3,m
s2bʁEʁo,m
sOmɛʁ,m
sOmasj2,f
sɔm,m
sɔm,f
sOmɛj,m
sOməlje,m
sOmɛ,m
sOmje,m
sOmite,f
sOmn1bylizm,m
sOmnifɛʁ,m
sOmno,m
sOmnOl1s,f
s2ptɥOzite,f
sOnagʁam,m
sOnaʁ,m
sOnat,f
sOnatin,f
s2daʒ,m
s2d,f
s2de,m
s2de,f
s2dœʁ,m
s2døz,f
s2g,m
s2ʒ,m
s2ʒøz,f
sOnaj,f
sɔnəʁi,f
sOnɛ,m
sOnɛt,f
sOnœʁ,m
sOno,f
sOnOlyminEs1s,f
sOnOmɛtʁ,m
sOnOʁizatœʁ,m
sOnOʁizasj2,f
sOnOʁite,f
sOnOtɛk,f
sOnOtɔn,m
sOfi,f
sOfizm,m
sOfistikasj2,f
sOfOʁa,m
sOpɔʁ,m
sɔʁb,f
sɔʁbɛ,m
sɔʁbətjɛʁ,f
sɔʁbje,m
sɔʁbitɔl,m
sɔʁbOnaʁd,f
sɔʁbɔn,f
sɔʁsɛləʁi,f
sɔʁsjɛʁ,f
sɔʁdidite,f
sɔʁgo,m
sOʁit,m
sOʁOʁite,f
sɔʁ,m
sɔʁt,f
sɔʁtilɛʒ,m
sOti,f
sɔt,f
sOtiz,f
subasəm1,m
subiz,f
subʁɛt,f
suʃ,f
suʃɛ,m
suʃɛt,f
susi,m
sukup,f
sudaʒ,m
sud,f
sudøz,f
su,f
suflaʒ,m
sufl1,m
sufl1t,f
sufl,m
sufle,m
sufləm1,m
sufləʁi,f
suflœʁ,m
suflyʁ,f
sufʁ1s,f
sufʁədulœʁ,m
sufi,m
sufʁaʒ,m
sufʁ,m
swɛ,m
sujaʒ,m
sujaʁd,f
suj,f
sujyʁ,f
suk,m
sulaʁd,f
sulje,m
sulOgʁafi,f
sumisj2,f
supap,f
sups2,m
sup,f
supœʁ,m
supjɛʁ,f
supiʁaj,m
supiʁ1,m
suplɛs,f
sukənij,f
suʁs,f
suʁsje,m
suʁ,m
suʁdmɥɛt,f
suʁdin,f
suʁiso,m
suʁisjɛʁ,f
suʁiʁ,m
suʁnwa,m
suʁnwaz,f
suʁnwazəʁi,f
suzalim1te,m
suklas,f
sukOmite,m
sukOmisj2,f
suk2tin1,m
sukuʃ,f
suky,m
sudEvəlOpe,m
sudEvəlɔpəm1,m
sudjakʁ,m
sudiʁEktœʁ,m
sudiʁEktʁis,f
sudivizj2,f
sudOmin1t,f
suzEfEktif,m
suz1plwa,m
suz1s1bl,m
suzEspas,m
suzEspɛs,f
suzEstimasj2,f
sugaʁd,f
suʒ1ʁ,m
sugɔʁʒ,f
sugʁup,m
suzymanite,f
suz3t1d1,m
suljØtən1,m
sulOkasj2,f
sum3,m
sumEtʁɛs,f
sumaʁinje,m
sumaʁk,f
sumɛʁd,f
suministʁ,m
suzɔf,m
suzOfisje,m
suzɔʁdʁ,m
supje,m
supla,m
supʁEfEktyʁ,f
supʁEfɛ,m
supʁijœʁ,m
supʁOdɥi,m
supʁOgʁam,m
supʁOlEtaʁja,m
supyl,m
susəkʁEtɛʁ,m
susəkʁEtaʁja,m
susEktœʁ,m
susEksj2,f
susɔl,m
sustasj2,f
susistɛm,m
sut1sj2,f
sutʁEt1s,f
sutʁEt1,m
suvɛʁʒ,m
suvɛʁ,m
suvEtəm1,m
su,m
suskʁiptœʁ,m
suskʁipsj2,f
sustʁaksj2,f
sutaʃ,f
sutan,f
sutanɛl,f
sut,f
sutən1s,f
sutEnəm1,m
sutj3,m
sutje,m
sutiʁaʒ,m
sutʁa,m
suvən1s,f
suvəʁ3,m
suvəʁɛn,f
suvlaki,m
sOvjɛt,m
sOvjEtizasj2,f
sOvjEtizm,m
sOvkoz,m
swaja,m
spadij,m
spagEti,m
spai,m
spamiŋ,m
spaʁiŋpaʁtnɛʁ,m
spaʁt,f
spaʁtEin,f
spaʁtəʁi,f
spasmOfili,f
spastisite,f
spat,m
spasjal,m
spikizi,m
spikœʁ,m
spEsjal,f
spEsjalizasj2,f
spEsjalite,f
spEsiz,m
spEsifikasj2,f
spEsifisite,f
spEsimen,m
spEktakl,m
spEktatœʁ,m
spEktatʁis,f
spEktʁOgʁam,m
spEktʁOgʁaf,m
spEktʁOgʁafi,f
spEktʁOEljOgʁaf,m
spEktʁOmɛtʁ,m
spEktʁOmEtʁi,f
spEktʁOfOtOmɛtʁ,m
spEktʁOskɔp,m
spEktʁOskOpi,f
spEkylatœʁ,m
spEkylasj2,f
spEkylatʁis,f
spEkylos,m
spEkylom,m
spitʃ,m
spid,m
spElEo,f
spElEOlOʒi,f
spElEotomi,f
spɛnsɛʁ,m
sp1glEʁjɛn,f
spɛʁmasEti,m
spɛʁmato,m
spɛʁmatOʒənɛz,f
spɛʁmatOzOid,m
spɛʁm,m
spɛʁmisid,m
spɛʁmOgʁam,m
spɛʁmOfil,m
spEtsnaz,f
sfɛɲ,f
sfɛʁ,f
sfEʁisite,f
sfEʁOid,m
sf3ktɛʁ,m
sf3ʒ,f
sf3ks,m
sfigmOmanOmɛtʁ,m
spi,m
spik,m
spika,m
spikyl,m
spin,m
spinabifida,m
spinav1tOza,m
spina,f
spinakœʁ,m
spinOzizm,m
spiʁal,f
spiʁe,f
spiʁitizm,m
spiʁitɥalizm,m
spiʁitɥalite,f
spiʁitɥɛl,m
spiʁOʃɛt,m
spiʁOgʁaf,m
spiʁOmɛtʁ,m
spiʁylin,f
spits,m
splEnEktOmi,f
splEnik,m
spɔjlœʁ,m
spOljasj2,f
spOlje,m
spOlje,f
sp2de,m
sp2dilaʁtʁoz,f
sp2dilit,f
sp2nsOʁiŋ,m
sp2tanEite,f
spɔʁtif,m
spɔʁtiv,f
spɔʁtivite,f
spɔʁtsman,m
spɔʁtswɛʁ,m
spɔt,m
sputnik,m
spʁɛ,m
spʁɛʃgəz1g,m
spʁiŋklœʁ,m
spʁint,m
spʁintœʁ,m
spʁys,m
spymOzite,f
skwam,f
skwaʁ,m
skwaʃ,m
skwatœʁ,m
skwiz,m
skəlɛt,m
skwajœʁ,m
sʁil1kɛ,m
stabatmatɛʁ,m
stabiliz1,m
stabylasj2,f
stad,m
stadjɔm,m
staf,m
staʒ,m
stagflasj2,f
stagnasj2,f
stalaktit,f
stalag,m
stalinizm,m
stal,f
st1s,f
st1daʁ,m
st1daʁdizasj2,f
stafilOkOksi,f
stafilOkɔk,m
staʁsistɛm,m
staʁ,f
staʁkiŋ,f
staʁlɛt,f
staʁɔst,m
staʁtɛʁ,m
staʁtiŋgɛt,f
statɛʁ,m
statis,m
stasj2Eklɛʁ,f
stasj2sɛʁvis,f
stasj2,f
statik,f
statistisj3,m
statistisjɛn,f
statistik,f
statykwo,m
staty,f
statɥɛt,f
statyʁ,f
statys,m
stEjœʁ,m
stɛk,m
stimbot,m
stEaʁat,m
stipœlʃɛz,m
stipl,m
stEgOmija,f
stEgOzɔʁ,m
stɛl,f
stɛm,m
stɛnsil,m
st3dalj3,m
stEnOdaktilOgʁafi,f
stEnOgʁafi,f
stEnOpe,m
stEnoz,f
stEnOtip,f
stEfanwa,m
stEpœʁ,m
stɛʁkOʁɛʁ,m
stɛʁ,m
stEʁEo,f
stEʁEOfOni,f
stEʁEOskɔp,m
stEʁEOskOpi,f
stEʁEOtip,m
stEʁEOtip,f
stEʁilɛ,m
stEʁilizatœʁ,m
stEʁilizasj2,f
stEʁilite,f
stɛʁliŋ,m
stɛʁn,f
stɛʁnɔm,m
stEtOskɔp,m
stEts2,m
stiwaʁd,m
stik,m
stikœʁ,m
stigma,m
stigmat,m
stiltɔn,m
stimyl1,m
stimylasj2,f
stimylysʁEp2s,m
stimylys,m
stip,m
stipylasj2,f
stipyl,f
stɔkOpʃœn,f
stOkaʒ,m
stOisj3,m
stOisizm,m
stOkœʁ,m
stɔks,m
stOmat,m
stOmi,f
stOmOksi,m
stOpaʒ,m
stOpœʁ,m
stOpøz,f
stOʁaʒ,m
stɔʁ,m
stOʁibɔʁd,m
stʁadivaʁjys,m
stʁamwan,f
stʁamOnjɔm,m
stʁap2t3,m
stʁataʒɛm,m
stʁatɛʒ,m
stʁatEʒi,f
stʁatifikasj2,f
stʁatOsfɛʁ,f
stʁatys,m
stʁElitsja,m
stʁEptOkOksi,f
stʁEptOkɔk,m
stʁEptOkinaz,f
stʁEptOmisin,f
stʁEtʃiŋ,m
stijasj2,f
stʁid1s,f
stʁidɔʁ,m
stʁi,f
stʁiŋ,m
stʁippOkɛʁ,m
stʁiptizøz,f
stʁip,m
stʁObOskɔp,m
stʁ2sjan,f
stʁ2sjɔm,m
stʁɔf,f
stʁOpja,m
stʁyktyʁalizm,m
stʁyktyʁasj2,f
stʁyktyʁ,f
stʁœgœlfɔʁlajf,m
stʁiknos,m
stʁiʒ,f
styk,m
stydɛt,f
stydjOlo,m
styka,m
styp,m
stypa,m
stypEfaksj2,f
stypEfj1,m
stypœʁ,f
stypidite,f
stil,m
stilɛ,m
stilizasj2,f
stilizm,m
stilit,m
stiloføtʁ,m
stilo,m
stilOgʁaf,m
stilOmin,m
stiʁaks,m
stiʁɛn,m
sybEspas,m
sybzEʁo,m
sybkyltyʁ,f
sybdyksj2,f
sybɛʁ,m
sybʒEktivizm,m
sybʒEktivite,f
sybʒ2ktif,m
sybʒygasj2,f
syblimasj2,f
syblime,m
syblimite,f
sybmɛʁsj2,f
sybɔʁdinasj2,f
sybɔʁdOne,m
sybɔʁdOne,f
sybɔʁnasj2,f
sybʁEkaʁg,m
sybʁOgasj2,f
sypzid,m
sypst1s,f
sypstitysj2,f
sypstʁa,m
sypstʁatɔm,m
sypstʁyksj2,f
syptilite,f
sybv1sj2,f
sysaʒ,m
syksEdane,m
syksɛ,m
syksEsœʁ,m
syksEsj2,f
sykyʁsal,f
sysœʁ,m
syswaʁ,m
sys2,m
sysɔtəm1,m
sykʁ,m
sykʁe,m
sykʁɛt,f
sykʁijɛʁ,f
sydafʁik3,m
sydafʁikɛn,f
sydamEʁik3,m
sydamEʁikɛn,f
sydkOʁE3,m
sydɛst,m
sydsydɛst,m
sydvjEtnamj3,m
sydasj2,f
sɥɛd,m
sɥEdin,f
sɥEdwa,m
sɥEdwaz,f
swɛʁte,f
syfɛt,m
syfiz1s,f
syfiks,m
syfOkasj2,f
syfʁaʒ,m
sygʒEstibilite,f
sygʒEstj2,f
sygʒEstivite,f
sɥi,m
sɥisid1,m
sɥisid,m
sɥiside,m
sɥiside,f
sɥi,f
sɥifaʁ,m
sɥisɛs,f
sɥit,f
sɥiv1,m
sɥiv1t,f
sɥivœʁ,m
sɥivøz,f
sɥivEmwaʒœnɔm,m
sɥivi,m
syʒɛ,m
syʒEsj2,f
syʒɛt,f
sylfamid,m
sylfataʒ,m
sylfatøz,f
sylfit,m
sylfOnat,m
sylki,m
syltana,m
syltan,f
symak,m
symEʁj3,m
sOmɔm,m
syna,f
sypɛʁEspj2,m
sypɛʁgʁ1,m
sypɛʁpɥis1s,f
sypɛʁb,f
sypɛʁkalkylatœʁ,m
sypɛʁkaʁbyʁ1,m
sypɛʁʃ1pj2,m
sypɛʁʃəʁi,f
sypEʁɛt,f
sypɛʁfamij,f
sypɛʁfisjalite,f
sypɛʁfisi,f
sypɛʁfly,m
sypɛʁflyite,f
sypEʁjœʁ,m
sypEʁjœʁ,f
sypɛʁ3t1d1,m
sypɛʁ3t1d1t,f
sypEʁjOʁite,f
sypɛʁlatif,m
sypɛʁmaʁʃe,m
sypɛʁnOva,f
sypɛʁɔʁdinatœʁ,m
sypɛʁfOsfat,m
sypɛʁpOzisj2,f
sypɛʁpuvwaʁ,m
sypɛʁpʁOdyksj2,f
sypɛʁsOnik,m
sypɛʁstisjøz,f
sypɛʁstisj2,f
sypɛʁstʁyktyʁ,f
sypɛʁt1kœʁ,m
sypɛʁvizj2,f
syp3,m
sypinasj2,f
syplE1s,f
syplE1,m
syplE1t,f
syplEm1,m
syplEtif,m
syplikasj2,f
syplisje,m
syplisje,f
sypɔʁ,m
sypɔʁtɛʁ,m
sypɔʁtœʁ,m
sypɔʁtʁis,f
sypɔʁʃOsɛt,m
sypOzisj2,f
sypOzitwaʁ,m
sypo,m
sypʁEsœʁ,m
sypʁEsj2,f
sypyʁasj2,f
sypʁak2dyktœʁ,m
sypʁak2dyktivite,f
sypʁEmasi,f
syʁməzyʁ,m
syʁplas,m
syʁ,m
syʁab2d1s,f
syʁaktivite,f
syʁadaptasj2,f
syʁa,m
syʁalim1tasj2,f
syʁaʁ,m
syʁaʁməm1,m
syʁbum,f
syʁbʁij1s,f
syʁkapasite,f
syʁʃaʁʒ,f
syʁʃof,f
syʁʃwa,m
syʁk2p1sasj2,f
syʁk2sOmasj2,f
syʁk2tʁ,m
syʁko,m
syʁku,m
syʁkʁwa,m
syʁdite,f
syʁdOzaʒ,m
syʁdoz,f
syʁdwe,m
syʁo,m
syʁEfEktif,m
syʁElEvasj2,f
syʁ1plwa,m
syʁ1tʁɛnəm1,m
syʁEstimasj2,f
syʁəte,f
syʁEvalɥasj2,f
syʁEksitasj2,f
syʁEkspOzisj2,f
sœʁf,m
syʁfasaʒ,m
syʁfakt1,m
syʁfaktyʁasj2,f
sœʁføz,f
syʁfilaʒ,m
syʁʒəle,m
syʁʒEnEʁatœʁ,m
syʁʒ2,m
syʁym3,m
syʁymanite,f
syʁikat,m
syʁimi,m
syʁ3pʁEsj2,f
syʁ3fEksj2,f
syʁ3fɔʁmasj2,f
syʁ3t1d1s,f
syʁ3t1d1,m
syʁ3t1d1t,f
syʁ3t1site,f
syʁ3vɛstisəm1,m
syʁʒɛ,m
syʁʒətøz,f
syʁl1dəm3,m
syʁliɲœʁ,m
syʁmal,m
syʁmEdikalizasj2,f
syʁmwa,m
syʁmylo,m
syʁnatyʁɛl,m
syʁn2,m
syʁpat,f
syʁpœpləm1,m
syʁpikyʁ,f
syʁpli,m
syʁpl2,m
syʁply,m
syʁpwa,m
syʁpOpylasj2,f
syʁpʁEsœʁ,m
syʁpʁEsj2,f
syʁpʁim,f
syʁpʁizpaʁti,f
syʁpʁiz,f
syʁpʁOdyksj2,f
syʁpʁOtEktʁis,f
syʁpɥis1s,f
syʁʁEalizm,m
syʁʁEalite,f
syʁʁEɛl,m
syʁʁEʒim,m
syʁʁEzɛʁvasj2,f
syʁso,m
syʁsi,m
syʁtaks,f
syʁt1sj2,f
syʁtu,m
syʁvEj1s,f
syʁvEj1,m
syʁvEj1t,f
syʁvən1,m
syʁvəny,f
syʁvɛt,m
syʁvi,f
syʁvitɛs,f
syʁviv1s,f
syʁviv1t,f
syʁvɔl,m
syʁvɔltaʒ,m
syʁvɔltœʁ,m
sysEptibilite,f
syskʁipsj2,f
sysdi,m
sysdit,f
sysnOme,m
syspɛkt,f
sysp1sj2,f
sysp1swaʁ,m
sysp1t,f
syspisj2,f
syst1tasj2,f
sysykʁ,m
sysyʁəm1,m
sutEmi,m
sytyʁ,f
syzəʁ3,m
syzəʁɛnəte,f
svastika,m
svɛltɛs,f
switʃœʁt,m
switœʁ,m
swipstɛk,m
swiŋ,m
sibaʁitizm,m
sikOmɔʁ,m
sikOf1t,m
sjEnit,f
silabys,m
silɛps,f
silOʒizm,m
silf,m
silfid,f
silv3,m
silv,f
silvikyltyʁ,f
s3bj2t,m
s3bjoz,f
s3bjɔt,m
s3bOlizasj2,f
s3bOlizm,m
simEtʁi,f
s3patEktOmi,f
s3patiz1,m
s3patiz1t,f
s3fOni,f
s3fOʁin,f
s3fiz,f
s3pOzjɔm,m
s3ptOmatOlOʒi,f
sinagɔg,f
s3kʁOni,f
s3kʁOnizasj2,f
s3kʁOnizøʁ,m
s3kʁOnizm,m
s3kʁOtʁ2,m
s3kɔp,f
s3kʁEtizm,m
s3dik,m
s3dikalizasj2,f
s3dikalizm,m
s3dika,m
s3dikasj2,f
s3dike,m
sinEkdɔk,f
sinEʁɛz,f
sinɛʁʒi,f
sinEstEzi,f
sinɔd,m
sinOnim,m
sinOpsi,f
sinOpsis,m
sinOvit,f
s3tagm,m
s3taks,f
s3te,m
s3tEtizœʁ,m
sifilis,f
siʁa,f
siʁj3,m
siʁjɛn,f
siʁ3gOmjEli,f
siʁ3ks,f
siʁt,f
sistEmatizasj2,f
