Form,Predicted Gender,True Gender,Class Probabilities,Set,Run
bʁœʃiŋ,m,m,"[('ŋ', {'f': 0.338265985250473, 'm': 0.6617339849472046}), ('i', {'f': 0.028745179995894432, 'm': 0.9712547659873962}), ('ʃ', {'f': 0.007825101725757122, 'm': 0.9921749234199524}), ('œ', {'f': 0.0025700414553284645, 'm': 0.9974299073219299}), ('ʁ', {'f': 0.0012335312785580754, 'm': 0.9987665414810181}), ('b', {'f': 0.002854269230738282, 'm': 0.9971457123756409})]",test,9
figyʁ1,m,m,"[('1', {'f': 0.35887160897254944, 'm': 0.641128420829773}), ('ʁ', {'f': 0.03278898447751999, 'm': 0.9672110676765442}), ('y', {'f': 0.00047223331057466567, 'm': 0.9995278120040894}), ('g', {'f': 1.6347619748557918e-05, 'm': 0.9999836683273315}), ('i', {'f': 3.51999478880316e-05, 'm': 0.9999648332595825}), ('f', {'f': 5.539317862712778e-05, 'm': 0.9999445676803589})]",test,9
kuʁsje,m,m,"[('e', {'f': 0.5866736173629761, 'm': 0.4133264124393463}), ('j', {'f': 0.13046897947788239, 'm': 0.8695310950279236}), ('s', {'f': 0.25433406233787537, 'm': 0.7456659078598022}), ('ʁ', {'f': 0.05032193660736084, 'm': 0.9496780633926392}), ('u', {'f': 0.009122045710682869, 'm': 0.9908779263496399}), ('k', {'f': 0.0032767041120678186, 'm': 0.9967233538627625})]",test,9
aspiʁ1,m,m,"[('1', {'f': 0.35887160897254944, 'm': 0.641128420829773}), ('ʁ', {'f': 0.03278898447751999, 'm': 0.9672110676765442}), ('i', {'f': 0.004550682846456766, 'm': 0.9954493641853333}), ('p', {'f': 0.001422140863724053, 'm': 0.9985778331756592}), ('s', {'f': 0.00048074519145302474, 'm': 0.9995192289352417}), ('a', {'f': 0.0015130838146433234, 'm': 0.9984868764877319})]",test,9
manɥɛl,f,m,"[('l', {'f': 0.4013040065765381, 'm': 0.5986960530281067}), ('ɛ', {'f': 0.3688611090183258, 'm': 0.6311388611793518}), ('ɥ', {'f': 0.6777347922325134, 'm': 0.3222651779651642}), ('n', {'f': 0.41163694858551025, 'm': 0.5883631110191345}), ('a', {'f': 0.6038790345191956, 'm': 0.39612096548080444}), ('m', {'f': 0.7985720634460449, 'm': 0.20142798125743866})]",test,9
uvʁwaʁ,m,m,"[('ʁ', {'f': 0.387179434299469, 'm': 0.6128205060958862}), ('a', {'f': 0.4686209261417389, 'm': 0.5313791036605835}), ('w', {'f': 0.26926684379577637, 'm': 0.7307332158088684}), ('ʁ', {'f': 0.15723861753940582, 'm': 0.8427613377571106}), ('v', {'f': 0.10571295768022537, 'm': 0.8942869901657104}), ('u', {'f': 0.03916202485561371, 'm': 0.9608379006385803})]",test,9
gʁavœʁ,m,m,"[('ʁ', {'f': 0.387179434299469, 'm': 0.6128205060958862}), ('œ', {'f': 0.5873287320137024, 'm': 0.4126712679862976}), ('v', {'f': 0.6491661667823792, 'm': 0.35083383321762085}), ('a', {'f': 0.29630786180496216, 'm': 0.7036921381950378}), ('ʁ', {'f': 0.1340193897485733, 'm': 0.8659806251525879}), ('g', {'f': 0.027518248185515404, 'm': 0.9724817276000977})]",test,9
laʁfœj,m,m,"[('j', {'f': 0.14459103345870972, 'm': 0.8554089665412903}), ('œ', {'f': 0.5033953785896301, 'm': 0.4966045618057251}), ('f', {'f': 0.21261590719223022, 'm': 0.7873840928077698}), ('ʁ', {'f': 0.04713183641433716, 'm': 0.9528681635856628}), ('a', {'f': 0.02087455615401268, 'm': 0.979125440120697}), ('l', {'f': 0.0044240267015993595, 'm': 0.995576024055481})]",test,9
av1taʒ,m,m,"[('ʒ', {'f': 0.4871956408023834, 'm': 0.5128043293952942}), ('a', {'f': 0.6633043885231018, 'm': 0.33669552206993103}), ('t', {'f': 0.12172367423772812, 'm': 0.8782763481140137}), ('1', {'f': 0.03062758967280388, 'm': 0.9693724513053894}), ('v', {'f': 0.0033205540385097265, 'm': 0.996679425239563}), ('a', {'f': 0.0008741257479414344, 'm': 0.9991258978843689})]",test,9
ynətɛl,f,m,"[('l', {'f': 0.4013040065765381, 'm': 0.5986960530281067}), ('ɛ', {'f': 0.3688611090183258, 'm': 0.6311388611793518}), ('t', {'f': 0.2248646765947342, 'm': 0.7751352787017822}), ('ə', {'f': 0.4234442412853241, 'm': 0.5765557885169983}), ('n', {'f': 0.37990933656692505, 'm': 0.6200907230377197}), ('y', {'f': 0.7717396020889282, 'm': 0.22826038300991058})]",test,9
3kaʁna,m,m,"[('a', {'f': 0.3460003137588501, 'm': 0.6539996862411499}), ('n', {'f': 0.3111952841281891, 'm': 0.6888046860694885}), ('ʁ', {'f': 0.2332616150379181, 'm': 0.7667384147644043}), ('a', {'f': 0.3966396152973175, 'm': 0.6033603549003601}), ('k', {'f': 0.6217228770256042, 'm': 0.3782772123813629}), ('3', {'f': 0.3565923571586609, 'm': 0.6434075832366943})]",test,9
paʁsɛl,m,f,"[('l', {'f': 0.4013040065765381, 'm': 0.5986960530281067}), ('ɛ', {'f': 0.3688611090183258, 'm': 0.6311388611793518}), ('s', {'f': 0.5171237587928772, 'm': 0.4828763008117676}), ('ʁ', {'f': 0.5037015080451965, 'm': 0.49629849195480347}), ('a', {'f': 0.6232815980911255, 'm': 0.3767184019088745}), ('p', {'f': 0.39100873470306396, 'm': 0.608991265296936})]",test,9
pjupju,m,m,"[('u', {'f': 0.6524491310119629, 'm': 0.3475508689880371}), ('j', {'f': 0.06322430819272995, 'm': 0.9367756843566895}), ('p', {'f': 0.014331182464957237, 'm': 0.9856687784194946}), ('u', {'f': 0.01246798224747181, 'm': 0.9875320792198181}), ('j', {'f': 0.004619445186108351, 'm': 0.9953805208206177}), ('p', {'f': 0.002585324691608548, 'm': 0.9974147081375122})]",test,9
bukət3,m,m,"[('3', {'f': 0.3286754786968231, 'm': 0.6713244915008545}), ('t', {'f': 0.011744488961994648, 'm': 0.988255500793457}), ('ə', {'f': 0.004206973593682051, 'm': 0.9957929849624634}), ('k', {'f': 0.0013001614715903997, 'm': 0.9986997842788696}), ('u', {'f': 0.0007126440177671611, 'm': 0.9992874264717102}), ('b', {'f': 0.000780167814809829, 'm': 0.9992197751998901})]",test,9
babjɔl,m,f,"[('l', {'f': 0.4013040065765381, 'm': 0.5986960530281067}), ('ɔ', {'f': 0.4307011663913727, 'm': 0.5692988038063049}), ('j', {'f': 0.2441873699426651, 'm': 0.7558126449584961}), ('b', {'f': 0.5051569938659668, 'm': 0.4948429465293884}), ('a', {'f': 0.32820233702659607, 'm': 0.6717976331710815}), ('b', {'f': 0.34560033679008484, 'm': 0.6543996930122375})]",test,9
gʁavOs,m,f,"[('s', {'f': 0.5830973982810974, 'm': 0.41690266132354736}), ('O', {'f': 0.20537276566028595, 'm': 0.7946272492408752}), ('v', {'f': 0.21113498508930206, 'm': 0.7888650298118591}), ('a', {'f': 0.10143755376338959, 'm': 0.8985624313354492}), ('ʁ', {'f': 0.0060478574596345425, 'm': 0.9939520955085754}), ('g', {'f': 0.005740057211369276, 'm': 0.9942599534988403})]",test,9
f3l1dɛ,m,m,"[('ɛ', {'f': 0.5433358550071716, 'm': 0.45666417479515076}), ('d', {'f': 0.05266141891479492, 'm': 0.9473385214805603}), ('1', {'f': 0.007759044878184795, 'm': 0.9922409057617188}), ('l', {'f': 0.003992816898971796, 'm': 0.9960072636604309}), ('3', {'f': 0.0007189990137703717, 'm': 0.9992809891700745}), ('f', {'f': 0.0005673608393408358, 'm': 0.9994326233863831})]",test,9
ʃəvʁœj,m,m,"[('j', {'f': 0.14459103345870972, 'm': 0.8554089665412903}), ('œ', {'f': 0.5033953785896301, 'm': 0.4966045618057251}), ('ʁ', {'f': 0.07610587775707245, 'm': 0.9238940477371216}), ('v', {'f': 0.012595310807228088, 'm': 0.9874047040939331}), ('ə', {'f': 0.003499573329463601, 'm': 0.9965003728866577}), ('ʃ', {'f': 0.002113685943186283, 'm': 0.9978863596916199})]",test,9
sEkst1,m,m,"[('1', {'f': 0.35887160897254944, 'm': 0.641128420829773}), ('t', {'f': 0.007016045972704887, 'm': 0.9929839372634888}), ('s', {'f': 0.0016458655009046197, 'm': 0.9983541965484619}), ('k', {'f': 0.00020161224529147148, 'm': 0.9997983574867249}), ('E', {'f': 0.00015038317360449582, 'm': 0.9998495578765869}), ('s', {'f': 8.241460454883054e-05, 'm': 0.9999176263809204})]",test,9
kanivo,m,m,"[('o', {'f': 0.6011179089546204, 'm': 0.39888206124305725}), ('v', {'f': 0.12762890756130219, 'm': 0.8723710775375366}), ('i', {'f': 0.051450662314891815, 'm': 0.9485493302345276}), ('n', {'f': 0.04033578187227249, 'm': 0.9596641659736633}), ('a', {'f': 0.015895886346697807, 'm': 0.9841041564941406}), ('k', {'f': 0.007731962949037552, 'm': 0.9922680258750916})]",test,9
palmɛʁ,f,m,"[('ʁ', {'f': 0.387179434299469, 'm': 0.6128205060958862}), ('ɛ', {'f': 0.23777832090854645, 'm': 0.7622216939926147}), ('m', {'f': 0.48882582783699036, 'm': 0.511174201965332}), ('l', {'f': 0.7669878005981445, 'm': 0.23301216959953308}), ('a', {'f': 0.8839994072914124, 'm': 0.11600056290626526}), ('p', {'f': 0.9711782932281494, 'm': 0.028821708634495735})]",test,9
dEbOʃe,m,f,"[('e', {'f': 0.5866736173629761, 'm': 0.4133264124393463}), ('ʃ', {'f': 0.13017413020133972, 'm': 0.8698258996009827}), ('O', {'f': 0.3187449276447296, 'm': 0.6812551021575928}), ('b', {'f': 0.3226376175880432, 'm': 0.6773623824119568}), ('E', {'f': 0.21472479403018951, 'm': 0.7852752208709717}), ('d', {'f': 0.3338509500026703, 'm': 0.6661490201950073})]",test,9
ʒiskɛt,f,f,"[('t', {'f': 0.2058286964893341, 'm': 0.7941713333129883}), ('ɛ', {'f': 0.5414233803749084, 'm': 0.45857667922973633}), ('k', {'f': 0.8977694511413574, 'm': 0.102230504155159}), ('s', {'f': 0.30655401945114136, 'm': 0.6934459805488586}), ('i', {'f': 0.46403640508651733, 'm': 0.5359635949134827}), ('ʒ', {'f': 0.6132725477218628, 'm': 0.3867274224758148})]",test,9
budizm,m,m,"[('m', {'f': 0.720973789691925, 'm': 0.27902621030807495}), ('z', {'f': 0.10811201483011246, 'm': 0.8918880224227905}), ('i', {'f': 0.02385127544403076, 'm': 0.9761487245559692}), ('d', {'f': 0.01566031016409397, 'm': 0.984339714050293}), ('u', {'f': 0.0013243196299299598, 'm': 0.9986756443977356}), ('b', {'f': 0.0001984619884751737, 'm': 0.9998015761375427})]",test,9
tʁ1tɛn,f,f,"[('n', {'f': 0.5489742755889893, 'm': 0.45102569460868835}), ('ɛ', {'f': 0.7119600772857666, 'm': 0.2880398631095886}), ('t', {'f': 0.8274028301239014, 'm': 0.17259712517261505}), ('1', {'f': 0.8274101614952087, 'm': 0.17258983850479126}), ('ʁ', {'f': 0.8307492136955261, 'm': 0.16925081610679626}), ('t', {'f': 0.7408463954925537, 'm': 0.2591536343097687})]",test,9
kalpje,m,m,"[('e', {'f': 0.5866736173629761, 'm': 0.4133264124393463}), ('j', {'f': 0.13046897947788239, 'm': 0.8695310950279236}), ('p', {'f': 0.14624939858913422, 'm': 0.8537506461143494}), ('l', {'f': 0.032932888716459274, 'm': 0.9670671224594116}), ('a', {'f': 0.05478362739086151, 'm': 0.9452163577079773}), ('k', {'f': 0.009877322241663933, 'm': 0.9901226162910461})]",test,9
tɛndɛʁ,m,m,"[('ʁ', {'f': 0.387179434299469, 'm': 0.6128205060958862}), ('ɛ', {'f': 0.23777832090854645, 'm': 0.7622216939926147}), ('d', {'f': 0.1292266845703125, 'm': 0.8707733154296875}), ('n', {'f': 0.038270801305770874, 'm': 0.9617292284965515}), ('ɛ', {'f': 0.07690445333719254, 'm': 0.9230955839157104}), ('t', {'f': 0.009834415279328823, 'm': 0.990165650844574})]",test,9
fwaʁaj,f,m,"[('j', {'f': 0.14459103345870972, 'm': 0.8554089665412903}), ('a', {'f': 0.30483898520469666, 'm': 0.695160984992981}), ('ʁ', {'f': 0.31027379631996155, 'm': 0.6897261738777161}), ('a', {'f': 0.4248219430446625, 'm': 0.5751780271530151}), ('w', {'f': 0.5120673775672913, 'm': 0.4879326820373535}), ('f', {'f': 0.6790118217468262, 'm': 0.32098814845085144})]",test,9
sutitʁ,m,m,"[('ʁ', {'f': 0.387179434299469, 'm': 0.6128205060958862}), ('t', {'f': 0.28544241189956665, 'm': 0.7145576477050781}), ('i', {'f': 0.6179029941558838, 'm': 0.38209694623947144}), ('t', {'f': 0.20845001935958862, 'm': 0.7915500402450562}), ('u', {'f': 0.34378349781036377, 'm': 0.6562164425849915}), ('s', {'f': 0.13512282073497772, 'm': 0.8648771643638611})]",test,9
latino,m,m,"[('o', {'f': 0.6011179089546204, 'm': 0.39888206124305725}), ('n', {'f': 0.08786019682884216, 'm': 0.9121398329734802}), ('i', {'f': 0.010562941431999207, 'm': 0.9894371032714844}), ('t', {'f': 0.0018806715961545706, 'm': 0.9981192946434021}), ('a', {'f': 0.0029163281433284283, 'm': 0.9970837235450745}), ('l', {'f': 0.000504781783092767, 'm': 0.9994951486587524})]",test,9
spidɛʁ,m,m,"[('ʁ', {'f': 0.387179434299469, 'm': 0.6128205060958862}), ('ɛ', {'f': 0.23777832090854645, 'm': 0.7622216939926147}), ('d', {'f': 0.1292266845703125, 'm': 0.8707733154296875}), ('i', {'f': 0.08873263746500015, 'm': 0.9112673997879028}), ('p', {'f': 0.03794832155108452, 'm': 0.9620516896247864}), ('s', {'f': 0.02457781881093979, 'm': 0.9754221439361572})]",test,9
ʃaʁtɛʁ,m,m,"[('ʁ', {'f': 0.387179434299469, 'm': 0.6128205060958862}), ('ɛ', {'f': 0.23777832090854645, 'm': 0.7622216939926147}), ('t', {'f': 0.14115934073925018, 'm': 0.8588407039642334}), ('ʁ', {'f': 0.20272593200206757, 'm': 0.7972740530967712}), ('a', {'f': 0.4467831552028656, 'm': 0.5532168745994568}), ('ʃ', {'f': 0.42498838901519775, 'm': 0.5750115513801575})]",test,9
sEnjɔʁ,m,m,"[('ʁ', {'f': 0.387179434299469, 'm': 0.6128205060958862}), ('ɔ', {'f': 0.5596354603767395, 'm': 0.4403645694255829}), ('j', {'f': 0.04879431426525116, 'm': 0.9512057304382324}), ('n', {'f': 0.07121586054563522, 'm': 0.9287840723991394}), ('E', {'f': 0.058899737894535065, 'm': 0.9411002397537231}), ('s', {'f': 0.04038962349295616, 'm': 0.9596104025840759})]",test,9
plasɛt,f,f,"[('t', {'f': 0.2058286964893341, 'm': 0.7941713333129883}), ('ɛ', {'f': 0.5414233803749084, 'm': 0.45857667922973633}), ('s', {'f': 0.8395004272460938, 'm': 0.16049955785274506}), ('a', {'f': 0.9436694383621216, 'm': 0.056330591440200806}), ('l', {'f': 0.6737940311431885, 'm': 0.32620587944984436}), ('p', {'f': 0.6349460482597351, 'm': 0.3650539815425873})]",test,9
kaskad,f,f,"[('d', {'f': 0.48989081382751465, 'm': 0.5101091265678406}), ('a', {'f': 0.3360808193683624, 'm': 0.6639191508293152}), ('k', {'f': 0.6083848476409912, 'm': 0.3916151523590088}), ('s', {'f': 0.24679327011108398, 'm': 0.753206729888916}), ('a', {'f': 0.589576005935669, 'm': 0.41042399406433105}), ('k', {'f': 0.6069269180297852, 'm': 0.3930729925632477})]",test,9
fœjət2,m,m,"[('2', {'f': 0.5447577238082886, 'm': 0.45524221658706665}), ('t', {'f': 0.020054157823324203, 'm': 0.9799458384513855}), ('ə', {'f': 0.013952036388218403, 'm': 0.9860479831695557}), ('j', {'f': 0.0014602870214730501, 'm': 0.9985396862030029}), ('œ', {'f': 0.0016159259248524904, 'm': 0.9983841180801392}), ('f', {'f': 0.0021949189249426126, 'm': 0.9978050589561462})]",test,9
gabaʁi,f,m,"[('i', {'f': 0.2839708924293518, 'm': 0.716029167175293}), ('ʁ', {'f': 0.27990421652793884, 'm': 0.7200958132743835}), ('a', {'f': 0.190957173705101, 'm': 0.8090428113937378}), ('b', {'f': 0.3942553400993347, 'm': 0.6057446599006653}), ('a', {'f': 0.4630952477455139, 'm': 0.5369048118591309}), ('g', {'f': 0.6027901768684387, 'm': 0.39720985293388367})]",test,9
ʃapitʁ,f,m,"[('ʁ', {'f': 0.387179434299469, 'm': 0.6128205060958862}), ('t', {'f': 0.28544241189956665, 'm': 0.7145576477050781}), ('i', {'f': 0.6179029941558838, 'm': 0.38209694623947144}), ('p', {'f': 0.6489241719245911, 'm': 0.3510758876800537}), ('a', {'f': 0.7449758052825928, 'm': 0.25502413511276245}), ('ʃ', {'f': 0.5118452906608582, 'm': 0.48815467953681946})]",test,9
stʁɛtʃ,m,m,"[('ʃ', {'f': 0.5035783052444458, 'm': 0.49642178416252136}), ('t', {'f': 0.4821477234363556, 'm': 0.5178523063659668}), ('ɛ', {'f': 0.32390204071998596, 'm': 0.6760979294776917}), ('ʁ', {'f': 0.2930212914943695, 'm': 0.7069787383079529}), ('t', {'f': 0.32589295506477356, 'm': 0.674107015132904}), ('s', {'f': 0.2749499976634979, 'm': 0.7250499725341797})]",test,9
plijyʁ,f,f,"[('ʁ', {'f': 0.387179434299469, 'm': 0.6128205060958862}), ('y', {'f': 0.618388295173645, 'm': 0.38161173462867737}), ('j', {'f': 0.29139816761016846, 'm': 0.7086018323898315}), ('i', {'f': 0.9579640030860901, 'm': 0.04203606769442558}), ('l', {'f': 0.9741522073745728, 'm': 0.025847719982266426}), ('p', {'f': 0.9655651450157166, 'm': 0.034434836357831955})]",test,9
aʁaʃœʁ,m,m,"[('ʁ', {'f': 0.387179434299469, 'm': 0.6128205060958862}), ('œ', {'f': 0.5873287320137024, 'm': 0.4126712679862976}), ('ʃ', {'f': 0.4134008288383484, 'm': 0.5865991115570068}), ('a', {'f': 0.18084470927715302, 'm': 0.8191552758216858}), ('ʁ', {'f': 0.0307144895195961, 'm': 0.9692855477333069}), ('a', {'f': 0.013540083542466164, 'm': 0.9864599704742432})]",test,9
bʁ1lœʁ,m,m,"[('ʁ', {'f': 0.387179434299469, 'm': 0.6128205060958862}), ('œ', {'f': 0.5873287320137024, 'm': 0.4126712679862976}), ('l', {'f': 0.4909117519855499, 'm': 0.5090882182121277}), ('1', {'f': 0.2121526300907135, 'm': 0.7878473401069641}), ('ʁ', {'f': 0.3480227291584015, 'm': 0.6519772410392761}), ('b', {'f': 0.02689720317721367, 'm': 0.9731027483940125})]",test,9
miʁwaʁ,m,m,"[('ʁ', {'f': 0.387179434299469, 'm': 0.6128205060958862}), ('a', {'f': 0.4686209261417389, 'm': 0.5313791036605835}), ('w', {'f': 0.26926684379577637, 'm': 0.7307332158088684}), ('ʁ', {'f': 0.15723861753940582, 'm': 0.8427613377571106}), ('i', {'f': 0.10112939774990082, 'm': 0.898870587348938}), ('m', {'f': 0.1854996681213379, 'm': 0.8145003318786621})]",test,9
3syʁʒe,m,f,"[('e', {'f': 0.5866736173629761, 'm': 0.4133264124393463}), ('ʒ', {'f': 0.35753196477890015, 'm': 0.6424680352210999}), ('ʁ', {'f': 0.5634060502052307, 'm': 0.4365938901901245}), ('y', {'f': 0.3848906457424164, 'm': 0.615109384059906}), ('s', {'f': 0.16272149980068207, 'm': 0.8372784852981567}), ('3', {'f': 0.2266950011253357, 'm': 0.7733049392700195})]",test,9
stimœʁ,m,m,"[('ʁ', {'f': 0.387179434299469, 'm': 0.6128205060958862}), ('œ', {'f': 0.5873287320137024, 'm': 0.4126712679862976}), ('m', {'f': 0.7775000929832458, 'm': 0.22249987721443176}), ('i', {'f': 0.3612186908721924, 'm': 0.6387813091278076}), ('t', {'f': 0.10698522627353668, 'm': 0.8930148482322693}), ('s', {'f': 0.05740801990032196, 'm': 0.9425920248031616})]",test,9
1balaʒ,m,m,"[('ʒ', {'f': 0.4871956408023834, 'm': 0.5128043293952942}), ('a', {'f': 0.6633043885231018, 'm': 0.33669552206993103}), ('l', {'f': 0.46677330136299133, 'm': 0.533226728439331}), ('a', {'f': 0.2408798635005951, 'm': 0.7591201066970825}), ('b', {'f': 0.17217759788036346, 'm': 0.8278224468231201}), ('1', {'f': 0.021510515362024307, 'm': 0.9784895181655884})]",test,9
pOstit,f,m,"[('t', {'f': 0.2058286964893341, 'm': 0.7941713333129883}), ('i', {'f': 0.3267492353916168, 'm': 0.6732507348060608}), ('t', {'f': 0.3808368146419525, 'm': 0.6191631555557251}), ('s', {'f': 0.324911892414093, 'm': 0.675088107585907}), ('O', {'f': 0.9582381844520569, 'm': 0.041761741042137146}), ('p', {'f': 0.9383164048194885, 'm': 0.06168358772993088})]",test,9
ʃalymo,m,m,"[('o', {'f': 0.6011179089546204, 'm': 0.39888206124305725}), ('m', {'f': 0.24525533616542816, 'm': 0.7547446489334106}), ('y', {'f': 0.16171212494373322, 'm': 0.8382878303527832}), ('l', {'f': 0.022210298106074333, 'm': 0.9777896404266357}), ('a', {'f': 0.017074966803193092, 'm': 0.9829250574111938}), ('ʃ', {'f': 0.00354546750895679, 'm': 0.9964545965194702})]",test,9
syʁfas,f,f,"[('s', {'f': 0.5830973982810974, 'm': 0.41690266132354736}), ('a', {'f': 0.8271084427833557, 'm': 0.1728915423154831}), ('f', {'f': 0.807375967502594, 'm': 0.192624032497406}), ('ʁ', {'f': 0.6765697598457336, 'm': 0.32343021035194397}), ('y', {'f': 0.6742562055587769, 'm': 0.32574382424354553}), ('s', {'f': 0.5749998092651367, 'm': 0.4250001609325409})]",test,9
kOtij2,m,m,"[('2', {'f': 0.5447577238082886, 'm': 0.45524221658706665}), ('j', {'f': 0.012159174308180809, 'm': 0.9878408312797546}), ('i', {'f': 0.022360773757100105, 'm': 0.9776392579078674}), ('t', {'f': 0.0007399829337373376, 'm': 0.9992600083351135}), ('O', {'f': 0.000872408680152148, 'm': 0.9991275668144226}), ('k', {'f': 0.0002496073138900101, 'm': 0.9997504353523254})]",test,9
fitnɛs,f,m,"[('s', {'f': 0.5830973982810974, 'm': 0.41690266132354736}), ('ɛ', {'f': 0.5933687090873718, 'm': 0.4066312611103058}), ('n', {'f': 0.7664793729782104, 'm': 0.23352058231830597}), ('t', {'f': 0.5460631847381592, 'm': 0.453936904668808}), ('i', {'f': 0.593475878238678, 'm': 0.4065241515636444}), ('f', {'f': 0.8374760150909424, 'm': 0.16252397000789642})]",test,9
vəlute,f,m,"[('e', {'f': 0.5866736173629761, 'm': 0.4133264124393463}), ('t', {'f': 0.29020026326179504, 'm': 0.7097997665405273}), ('u', {'f': 0.20548760890960693, 'm': 0.7945123910903931}), ('l', {'f': 0.14646264910697937, 'm': 0.853537380695343}), ('ə', {'f': 0.24216115474700928, 'm': 0.7578389048576355}), ('v', {'f': 0.6062026023864746, 'm': 0.3937973976135254})]",test,9
muʁwaʁ,m,m,"[('ʁ', {'f': 0.387179434299469, 'm': 0.6128205060958862}), ('a', {'f': 0.4686209261417389, 'm': 0.5313791036605835}), ('w', {'f': 0.26926684379577637, 'm': 0.7307332158088684}), ('ʁ', {'f': 0.15723861753940582, 'm': 0.8427613377571106}), ('u', {'f': 0.04663076624274254, 'm': 0.9533692002296448}), ('m', {'f': 0.07460959255695343, 'm': 0.9253904819488525})]",test,9
paʁʃɔk,m,m,"[('k', {'f': 0.5075386762619019, 'm': 0.4924614131450653}), ('ɔ', {'f': 0.30065083503723145, 'm': 0.6993491649627686}), ('ʃ', {'f': 0.171413853764534, 'm': 0.8285861611366272}), ('ʁ', {'f': 0.31545042991638184, 'm': 0.6845495700836182}), ('a', {'f': 0.20463497936725616, 'm': 0.7953649759292603}), ('p', {'f': 0.10419631004333496, 'm': 0.8958037495613098})]",test,9
3sylin,f,f,"[('n', {'f': 0.5489742755889893, 'm': 0.45102569460868835}), ('i', {'f': 0.565167248249054, 'm': 0.43483278155326843}), ('l', {'f': 0.8373203873634338, 'm': 0.16267964243888855}), ('y', {'f': 0.9169564247131348, 'm': 0.08304353058338165}), ('s', {'f': 0.9753247499465942, 'm': 0.024675291031599045}), ('3', {'f': 0.9946940541267395, 'm': 0.005305927246809006})]",test,9
